feedback_id,merchant_id,timestamp,text,sentiment_label,category,priority,resolved
FB001367,ME92451708766,2025-08-11,PayPal has been instrumental in helping us expand internationally. Reference: TKT29951,positive,billing,medium,True
FB001368,M89FCD07F20B6,2025-12-01,Requesting documentation for webhook implementation.,neutral,billing,medium,False
FB001369,M6ACA97005C68,2025-07-02,Requesting documentation for webhook implementation.,neutral,disputes,medium,True
FB001370,MD86EA612DEC9,2025-09-03,Need clarification on the cross-border fee structure. Reference: TKT32132,neutral,account,medium,True
FB001371,M10907813B97E,2025-12-28,The API integration was smooth and the documentation was very helpful.,positive,billing,low,False
FB001372,MF0F6BA4B5E00,2025-04-20,PayPal has been instrumental in helping us expand internationally. Reference: TKT99886,positive,technical,medium,True
FB001373,M9597353E41E6,2025-10-20,Need clarification on the cross-border fee structure. Reference: TKT25212,neutral,account,medium,True
FB001374,M43351F7BF9A2,2025-12-29,Looking for information about enterprise pricing options.,neutral,features,medium,True
FB001375,MCC7E2B878868,2025-05-05,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,low,False
FB001376,M309A8E73B2CD,2025-03-18,Looking for information about enterprise pricing options. Reference: TKT58060,neutral,disputes,low,True
FB001377,M89F0FD5C927D,2025-03-13,Inquiry about new features on the roadmap.,neutral,account,low,True
FB001378,MF0DD4A99FBA6,2025-07-26,General question about account verification process. Reference: TKT23432,neutral,disputes,medium,True
FB001379,M23C97E9CB935,2025-01-30,PayPal has been instrumental in helping us expand internationally.,positive,features,low,False
FB001380,M6DA9003B743B,2026-01-06,Need clarification on the cross-border fee structure.,neutral,features,low,True
FB001381,MA113C1ECD3CA,2025-09-28,Customer support response time needs improvement. Reference: TKT66742,negative,general,medium,True
FB001382,MA5E0FF62BE0B,2025-01-24,The new dashboard features are excellent for tracking our business metrics.,positive,features,low,True
FB001383,MD82118376DF3,2025-12-09,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT18476,positive,technical,low,True
FB001384,MC399862D3B9D,2025-08-06,The API integration was smooth and the documentation was very helpful.,positive,general,high,True
FB001385,M1F0E3DAD9990,2025-08-26,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB001386,MBD0CC810B580,2025-05-11,The API integration was smooth and the documentation was very helpful.,positive,billing,low,True
FB001387,M9A1158154DFA,2025-03-30,Inquiry about new features on the roadmap.,neutral,general,medium,True
FB001388,M84C6494D3085,2025-03-22,Need clarification on the cross-border fee structure. Reference: TKT16801,neutral,disputes,low,True
FB001389,M28B60A16B55F,2025-05-18,The dispute resolution process took too long and we lost money. Reference: TKT61449,negative,technical,low,False
FB001390,M795C7A7A5EC6,2025-03-08,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT13772,negative,account,high,False
FB001391,MA02FFD91ECE5,2025-05-10,Customer support resolved our issue quickly. Very satisfied with the service.,positive,account,medium,True
FB001392,M53F0D7C537D9,2025-03-30,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT62854,negative,account,low,True
FB001393,M51174ADD1C52,2026-01-11,Requesting documentation for webhook implementation.,neutral,technical,low,True
FB001394,M3806734B256C,2025-11-06,PayPal has been instrumental in helping us expand internationally. Reference: TKT89018,positive,account,low,True
FB001395,M8CFF9BF6694D,2025-09-30,Looking for information about enterprise pricing options.,neutral,account,high,True
FB001396,M11D0E6287202,2025-08-21,The dispute resolution process took too long and we lost money.,negative,account,medium,True
FB001397,MEBA0DC302BCD,2025-12-22,Inquiry about new features on the roadmap. Reference: TKT44184,neutral,technical,high,True
FB001398,M0D9095B0D6BB,2025-05-30,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB001399,M242C100DC94F,2025-06-07,The new dashboard features are excellent for tracking our business metrics. Reference: TKT31662,positive,disputes,medium,False
FB001400,M36AC8E558AC7,2025-07-09,Need clarification on the cross-border fee structure.,neutral,account,low,True
FB001401,MD8330F857A17,2025-10-16,Integration issues caused downtime for our checkout.,negative,features,medium,True
FB001402,M4C22BD444899,2025-07-25,The API integration was smooth and the documentation was very helpful. Reference: TKT38555,positive,general,medium,True
FB001403,M06409663226A,2025-02-09,Need clarification on the cross-border fee structure.,neutral,account,medium,True
FB001404,MD5E2C0ADAD50,2025-04-16,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB001405,M912D2B1C7B28,2025-10-30,The dispute resolution process took too long and we lost money.,negative,technical,low,True
FB001406,M5A7F963E5E05,2025-09-28,The dispute resolution process took too long and we lost money. Reference: TKT49998,negative,disputes,medium,True
FB001407,M194CF6C2DE8E,2025-01-25,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,False
FB001408,MDBAB2ADC8F9D,2025-02-17,General question about account verification process.,neutral,disputes,medium,False
FB001409,M3E6260B81898,2025-06-30,PayPal has been instrumental in helping us expand internationally. Reference: TKT62872,positive,disputes,low,False
FB001410,M6A81681A7AF7,2025-11-28,Looking for information about enterprise pricing options.,neutral,disputes,low,True
FB001411,M430C3626B879,2025-06-02,The new dashboard features are excellent for tracking our business metrics.,positive,features,medium,False
FB001412,MF69E505B0840,2025-03-02,PayPal has been instrumental in helping us expand internationally. Reference: TKT98377,positive,features,low,True
FB001413,M4C144C47ECBA,2025-01-24,Customer support response time needs improvement. Reference: TKT59396,negative,general,low,False
FB001414,ME995F98D5696,2025-11-20,Looking for information about enterprise pricing options.,neutral,features,high,True
FB001415,M286674E3082F,2025-05-19,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,high,True
FB001416,M6E79ED05BAEC,2025-11-28,Looking for information about enterprise pricing options. Reference: TKT93534,neutral,disputes,high,True
FB001417,MAF3303F852AB,2025-08-09,Inquiry about new features on the roadmap. Reference: TKT78154,neutral,technical,medium,True
FB001418,M3B5DCA501EE1,2025-12-15,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,medium,True
FB001419,MA11F9E533F28,2025-06-28,General question about account verification process.,neutral,features,low,False
FB001420,M00E26AF6AC3B,2025-06-03,Inquiry about new features on the roadmap.,neutral,general,low,True
FB001421,M0D0871F0806E,2025-12-23,PayPal has been instrumental in helping us expand internationally. Reference: TKT22434,positive,features,low,True
FB001422,M2B8A61594B1F,2025-11-21,Inquiry about new features on the roadmap.,neutral,account,low,True
FB001423,M2CB6B10338A7,2025-12-15,Inquiry about new features on the roadmap.,neutral,technical,low,True
FB001424,M4E8412AD4856,2025-09-11,The API integration was smooth and the documentation was very helpful.,positive,features,high,True
FB001425,M55A7CF9C71F1,2026-01-03,PayPal has been instrumental in helping us expand internationally. Reference: TKT30737,positive,billing,medium,True
FB001426,MA51FB975227D,2025-06-18,Inquiry about new features on the roadmap.,neutral,features,medium,True
FB001427,M996009F23740,2025-06-25,Looking for information about enterprise pricing options. Reference: TKT62301,neutral,features,low,True
FB001428,MF1B0775946BC,2025-11-07,Inquiry about new features on the roadmap.,neutral,general,low,False
FB001429,MF09696910BDD,2025-07-14,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB001430,ME702E51DA2C0,2025-06-25,Need clarification on the cross-border fee structure.,neutral,account,medium,True
FB001431,MBE53EE611049,2025-02-03,PayPal has been instrumental in helping us expand internationally.,positive,technical,medium,True
FB001432,M321CF86B4C9F,2025-10-13,The new dashboard features are excellent for tracking our business metrics. Reference: TKT92795,positive,billing,medium,True
FB001433,MA89CF525E1D9,2025-12-26,PayPal has been instrumental in helping us expand internationally. Reference: TKT77666,positive,general,low,False
FB001434,M26E359E83860,2025-10-18,Requesting documentation for webhook implementation.,neutral,general,low,True
FB001435,MEF0917EA498B,2025-06-18,PayPal has been instrumental in helping us expand internationally. Reference: TKT62286,positive,account,low,True
FB001436,M53C04118DF11,2025-10-08,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB001437,MF7664060CC52,2025-09-10,Need clarification on the cross-border fee structure.,neutral,disputes,high,True
FB001438,M6048FF4E8CB0,2025-07-04,Inquiry about new features on the roadmap. Reference: TKT43665,neutral,account,medium,False
FB001439,M6D9C547CF146,2025-07-25,Great experience with the checkout process. Our conversion rate improved significantly.,positive,disputes,low,True
FB001440,M41F1F19176D3,2025-08-05,Need clarification on the cross-border fee structure.,neutral,account,high,True
FB001441,MFCDF25D6E191,2025-09-22,Integration issues caused downtime for our checkout.,negative,billing,low,False
FB001442,M379A7BA015D8,2025-06-18,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,high,True
FB001443,MFD06B8EA02FE,2025-08-03,Customer support resolved our issue quickly. Very satisfied with the service.,positive,disputes,medium,True
FB001444,MF33BA15EFFA5,2025-12-14,Inquiry about new features on the roadmap.,neutral,billing,low,True
FB001445,MC3992E9A68C5,2025-02-02,PayPal has been instrumental in helping us expand internationally.,positive,account,medium,True
FB001446,M5352696A9CA3,2025-09-07,Integration issues caused downtime for our checkout.,negative,general,medium,False
FB001447,M37F0E884FBAD,2025-10-16,Funds were held for too long without clear explanation.,negative,disputes,low,True
FB001448,M2D00F43F0791,2025-12-07,Need clarification on the cross-border fee structure.,neutral,account,medium,True
FB001449,M96DA2F590CD7,2025-04-25,Funds were held for too long without clear explanation.,negative,account,medium,True
FB001450,M30C8E1CA8725,2025-07-03,The API integration was smooth and the documentation was very helpful.,positive,features,medium,True
FB001451,MA376033F78E1,2025-02-15,The API integration was smooth and the documentation was very helpful. Reference: TKT53371,positive,features,medium,True
FB001452,MA5BFC9E07964,2025-12-13,General question about account verification process.,neutral,disputes,low,True
FB001453,MA226E450E214,2025-04-16,Inquiry about new features on the roadmap.,neutral,technical,low,True
FB001454,MB9228E0962A7,2026-01-15,PayPal has been instrumental in helping us expand internationally.,positive,technical,low,True
FB001455,M242C100DC94F,2025-08-13,The dispute resolution process took too long and we lost money.,negative,technical,low,True
FB001456,M6EA9AB1BAA0E,2025-02-08,Need clarification on the cross-border fee structure.,neutral,technical,low,False
FB001457,MBE53D253D6BC,2025-11-30,The dispute resolution process took too long and we lost money.,negative,billing,medium,False
FB001458,ME449B9317DAD,2025-10-18,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
FB001459,MF3D9DE86462C,2025-05-13,The dispute resolution process took too long and we lost money.,negative,technical,low,False
FB001460,M9FDB62F932AD,2026-01-04,Need clarification on the cross-border fee structure. Reference: TKT55166,neutral,features,medium,True
FB001461,MC65D7BD70FE3,2025-02-23,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,True
FB001462,M350DB081A661,2025-02-19,The API integration was smooth and the documentation was very helpful.,positive,features,high,True
FB001463,M192FC044E74D,2025-05-07,Looking for information about enterprise pricing options.,neutral,features,low,False
FB001464,M81B3833E2504,2025-12-02,Inquiry about new features on the roadmap.,neutral,disputes,low,True
FB001465,M32BB90E8976A,2025-11-10,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT77169,positive,features,medium,False
FB001466,M65CC2C8205A0,2025-07-27,General question about account verification process.,neutral,features,high,True
FB001467,MEEB69A3CB923,2025-02-15,General question about account verification process.,neutral,features,medium,True
FB001468,MBEA5955B3083,2025-06-06,The new dashboard features are excellent for tracking our business metrics.,positive,billing,low,True
FB001469,MA1140A3D0DF1,2025-10-17,PayPal has been instrumental in helping us expand internationally.,positive,disputes,medium,True
FB001470,M1B9812B99FE2,2025-05-24,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT64401,negative,disputes,high,True
FB001471,M2D405B367158,2025-04-29,Looking for information about enterprise pricing options.,neutral,account,high,True
FB001472,M8B16EBC056E6,2025-10-26,The dispute resolution process took too long and we lost money.,negative,features,low,False
FB001473,MAB7314887865,2025-08-14,Transaction fees are higher than competitors. Need better rates for our volume.,negative,features,medium,True
FB001474,M20F07591C6FC,2025-07-24,Transaction fees are higher than competitors. Need better rates for our volume.,negative,general,low,True
FB001475,MFCDF25D6E191,2025-12-13,Looking for information about enterprise pricing options.,neutral,features,low,False
FB001476,M5A142A55461D,2025-09-24,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,medium,False
FB001477,MBE1DF9A5D087,2025-05-08,The dispute resolution process took too long and we lost money.,negative,account,low,True
FB001478,M51174ADD1C52,2025-03-16,Requesting documentation for webhook implementation.,neutral,disputes,medium,True
FB001479,M7C590F014901,2025-07-22,PayPal has been instrumental in helping us expand internationally.,positive,account,low,True
FB001480,M35CF8659CFCB,2025-08-17,Requesting documentation for webhook implementation. Reference: TKT91029,neutral,billing,medium,True
FB001481,M13FE9D84310E,2025-12-09,General question about account verification process. Reference: TKT63912,neutral,general,high,True
FB001482,MC8C41C4A1867,2025-02-28,General question about account verification process.,neutral,technical,medium,False
FB001483,M9E984C108157,2025-08-12,General question about account verification process.,neutral,disputes,low,False
FB001484,M17EB7ECC4C38,2026-01-10,Looking for information about enterprise pricing options. Reference: TKT55956,neutral,account,low,True
FB001485,MDC912A253D1E,2025-11-17,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,low,True
FB001486,MFE7EE8FC1959,2025-09-11,The dispute resolution process took too long and we lost money.,negative,disputes,medium,True
FB001487,MA8849B052492,2025-07-19,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,low,True
FB001488,MF40438B554CC,2026-01-13,Funds were held for too long without clear explanation.,negative,technical,low,True
FB001489,MBB7946E7D85C,2025-06-21,Great experience with the checkout process. Our conversion rate improved significantly.,positive,features,low,True
FB001490,M43CCA4B3DE20,2025-05-03,The dispute resolution process took too long and we lost money. Reference: TKT24259,negative,features,low,False
FB001491,ME98741479A7B,2025-07-16,Looking for information about enterprise pricing options.,neutral,billing,high,True
FB001492,MA0E2A2C563D5,2025-11-21,Inquiry about new features on the roadmap. Reference: TKT69871,neutral,technical,low,True
FB001493,M1C67DF9E0A5C,2025-06-03,PayPal has been instrumental in helping us expand internationally.,positive,disputes,medium,True
FB001494,M7DCD340D84F7,2025-06-28,Inquiry about new features on the roadmap.,neutral,disputes,medium,True
FB001495,M0747B9BE4F90,2025-08-25,The new dashboard features are excellent for tracking our business metrics. Reference: TKT64971,positive,billing,low,False
FB001496,M757F843A169C,2025-04-04,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT94871,positive,technical,high,True
FB001497,MB2EB73490357,2025-05-09,Looking for information about enterprise pricing options. Reference: TKT71864,neutral,technical,low,True
FB001498,M0966289037AD,2025-11-30,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,medium,True
FB001499,M1102A326D5F7,2025-11-25,General question about account verification process.,neutral,general,low,True
FB001500,M1F4477BAD7AF,2025-04-08,Need clarification on the cross-border fee structure. Reference: TKT33500,neutral,disputes,low,True
FB001501,M55A988DFB00A,2025-09-09,PayPal has been instrumental in helping us expand internationally. Reference: TKT31890,positive,account,medium,True
FB001502,M58D4D1E7B1E9,2025-01-27,Inquiry about new features on the roadmap. Reference: TKT60374,neutral,billing,medium,True
FB001503,M03F544613917,2025-07-19,Need clarification on the cross-border fee structure.,neutral,technical,high,True
FB001504,M3E60E09C222F,2025-05-24,Integration issues caused downtime for our checkout.,negative,general,low,False
FB001505,M8B4224068A41,2025-07-24,Requesting documentation for webhook implementation.,neutral,account,high,True
FB001506,M944BDD963674,2025-12-07,Requesting documentation for webhook implementation. Reference: TKT44177,neutral,billing,low,False
FB001507,M99BCFCD754A9,2025-09-08,Customer support resolved our issue quickly. Very satisfied with the service.,positive,general,medium,True
FB001508,M7993E11204B2,2025-08-02,Need clarification on the cross-border fee structure. Reference: TKT52090,neutral,billing,medium,False
FB001509,M215A71A12769,2025-04-14,Customer support response time needs improvement. Reference: TKT91275,negative,technical,medium,True
FB001510,MEB9FC349601C,2025-11-12,Need clarification on the cross-border fee structure. Reference: TKT72757,neutral,disputes,low,True
FB001511,MD072677D210A,2025-05-23,Inquiry about new features on the roadmap.,neutral,technical,low,True
FB001512,MA760880003E7,2025-11-19,The dispute resolution process took too long and we lost money.,negative,technical,low,True
FB001513,M2321994D85D6,2025-12-28,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT40983,positive,billing,low,True
FB001514,M0E3A37AA85A1,2025-10-13,PayPal has been instrumental in helping us expand internationally.,positive,disputes,low,True
FB001515,MD3AEEC875C47,2025-11-12,The dispute resolution process took too long and we lost money.,negative,features,low,False
FB001516,MD1DC3A8270A6,2026-01-01,The new dashboard features are excellent for tracking our business metrics.,positive,general,medium,True
FB001517,M0CE2FFD21FC9,2025-12-26,Inquiry about new features on the roadmap. Reference: TKT54929,neutral,disputes,high,True
FB001518,MB7EE6F5F9AA5,2025-12-19,Requesting documentation for webhook implementation.,neutral,disputes,low,True
FB001519,M39E4973BA332,2025-12-13,The API integration was smooth and the documentation was very helpful.,positive,features,low,False
FB001520,M4A213D37242B,2025-03-26,Funds were held for too long without clear explanation. Reference: TKT78934,negative,billing,medium,True
FB001521,ME8F2779682FD,2025-11-09,The new dashboard features are excellent for tracking our business metrics.,positive,general,low,False
FB001522,M7895FC13088E,2025-11-07,The API integration was smooth and the documentation was very helpful. Reference: TKT37738,positive,disputes,medium,True
FB001523,MF52378E14237,2025-09-01,Customer support response time needs improvement.,negative,disputes,low,True
FB001524,M8B5700012BE6,2025-12-26,The API integration was smooth and the documentation was very helpful.,positive,disputes,low,False
FB001525,M03F544613917,2025-12-04,General question about account verification process. Reference: TKT73025,neutral,technical,low,True
FB001526,MDC4C44F624D6,2025-12-02,Inquiry about new features on the roadmap. Reference: TKT58043,neutral,billing,medium,True
FB001527,MEF8446F35513,2025-11-24,The new dashboard features are excellent for tracking our business metrics. Reference: TKT99506,positive,billing,medium,True
FB001528,M9B698EB3105B,2025-10-08,The API integration was smooth and the documentation was very helpful.,positive,features,medium,False
FB001529,M81C2F886F91E,2025-05-15,Customer support response time needs improvement.,negative,general,low,True
FB001530,M06997F04A7DB,2025-11-30,Looking for information about enterprise pricing options.,neutral,technical,low,True
FB001531,M2B6D65B9A944,2025-02-11,Integration issues caused downtime for our checkout. Reference: TKT10841,negative,technical,medium,False
FB001532,M4921F95BAF82,2025-04-08,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT42039,negative,disputes,medium,True
FB001533,M7F1171A78CE0,2025-10-22,Customer support response time needs improvement. Reference: TKT15343,negative,features,high,True
FB001534,MCB79F8FA58B9,2025-03-12,Customer support response time needs improvement.,negative,account,low,True
FB001535,M7EF605FC8DBA,2025-07-27,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT39440,positive,disputes,low,True
FB001536,M5BE278A9E02B,2025-04-16,General question about account verification process.,neutral,features,medium,True
FB001537,M642E92EFB794,2025-09-26,The new dashboard features are excellent for tracking our business metrics.,positive,billing,low,False
FB001538,M42FE88081292,2026-01-10,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,False
FB001539,M92CC227532D1,2025-08-11,Inquiry about new features on the roadmap. Reference: TKT43959,neutral,general,low,True
FB001540,M4D6E4749289C,2025-05-19,Looking for information about enterprise pricing options.,neutral,account,medium,False
FB001541,M66808E327DC7,2025-06-25,PayPal has been instrumental in helping us expand internationally. Reference: TKT69881,positive,billing,low,True
FB001542,M5E76BEF6E019,2025-12-23,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB001543,MCB70AB375662,2025-12-30,PayPal has been instrumental in helping us expand internationally.,positive,disputes,medium,True
FB001544,M6CD9313ED34E,2026-01-20,General question about account verification process.,neutral,features,low,True
FB001545,M905056C1AC1D,2025-11-25,Looking for information about enterprise pricing options.,neutral,technical,medium,True
FB001546,M6AED000AF86A,2025-01-25,Need clarification on the cross-border fee structure.,neutral,billing,medium,True
FB001547,M758A06618C69,2025-09-02,General question about account verification process.,neutral,general,low,False
FB001548,M32B30A250ABD,2025-06-09,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB001549,M8F121CE07D74,2025-10-07,Customer support response time needs improvement.,negative,disputes,low,True
FB001550,ME165421110BA,2025-06-24,Requesting documentation for webhook implementation.,neutral,disputes,low,True
FB001551,M8BD39EAE3851,2025-02-21,Funds were held for too long without clear explanation.,negative,general,low,False
FB001552,M28DD2C7955CE,2025-12-24,Customer support response time needs improvement.,negative,disputes,high,True
FB001553,MC429429BF1F2,2025-05-13,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT62485,positive,features,medium,False
FB001554,MF106B7F99D2C,2025-02-07,PayPal has been instrumental in helping us expand internationally.,positive,disputes,high,True
FB001555,M766D856EF1A6,2025-12-08,Inquiry about new features on the roadmap.,neutral,technical,medium,True
FB001556,M15CF76466B97,2025-03-15,Customer support response time needs improvement.,negative,billing,medium,True
FB001557,MD1FE173D08E9,2025-01-23,Looking for information about enterprise pricing options.,neutral,technical,high,True
FB001558,M86ECFCBC1E9F,2025-06-03,Looking for information about enterprise pricing options.,neutral,account,high,True
FB001559,M2D00F43F0791,2025-03-21,The dispute resolution process took too long and we lost money.,negative,technical,medium,False
FB001560,M40173EA48D95,2025-04-03,Need clarification on the cross-border fee structure.,neutral,features,low,False
FB001561,M028EE724157B,2025-05-12,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT36751,positive,account,high,True
FB001562,MCD00692C3BFE,2025-07-02,Looking for information about enterprise pricing options. Reference: TKT66459,neutral,account,low,True
FB001563,M13111C20AEE5,2025-07-16,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB001564,M8E98D81F8217,2025-02-17,Transaction fees are higher than competitors. Need better rates for our volume.,negative,technical,high,True
FB001565,MC8067AD1937F,2025-05-22,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT16759,negative,account,low,True
FB001566,MC24CD76E1CE4,2025-11-15,The API integration was smooth and the documentation was very helpful.,positive,general,low,True
FB001567,M95192C987323,2026-01-02,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB001568,MD6BCB486F72A,2025-05-12,The new dashboard features are excellent for tracking our business metrics.,positive,technical,low,True
FB001569,M1587965FB4D4,2025-05-19,Transaction fees are higher than competitors. Need better rates for our volume.,negative,billing,low,False
FB001570,M0AE3F79A3023,2025-08-15,The dispute resolution process took too long and we lost money.,negative,features,high,False
FB001571,M489D0396E682,2025-06-20,The dispute resolution process took too long and we lost money.,negative,features,low,True
FB001572,M0A65E195CB51,2025-11-13,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,high,False
FB001573,M44968AECE94F,2025-04-19,The dispute resolution process took too long and we lost money.,negative,billing,high,False
FB001574,M2EB5657D37F4,2025-07-15,The API integration was smooth and the documentation was very helpful.,positive,account,low,True
FB001575,M67D96D458ABD,2025-06-26,The new dashboard features are excellent for tracking our business metrics.,positive,account,low,True
FB001576,M6E7B33FDEA3A,2025-11-15,The dispute resolution process took too long and we lost money.,negative,disputes,low,True
FB001577,M4F87658EF0DE,2025-10-27,The dispute resolution process took too long and we lost money.,negative,features,medium,True
FB001578,M16BA72172E6A,2025-04-07,PayPal has been instrumental in helping us expand internationally. Reference: TKT35687,positive,technical,low,True
FB001579,MFB7B9FFA5462,2025-04-25,Great experience with the checkout process. Our conversion rate improved significantly. Reference: TKT34867,positive,features,low,True
FB001580,M0C1C995B77EA,2026-01-07,The dispute resolution process took too long and we lost money. Reference: TKT35251,negative,account,low,False
FB001581,M006F52E9102A,2025-09-09,The new dashboard features are excellent for tracking our business metrics.,positive,billing,low,True
FB001582,MB2EA5E977C5F,2026-01-06,The API integration was smooth and the documentation was very helpful.,positive,billing,medium,True
FB001583,M8FC687AA152E,2026-01-11,Inquiry about new features on the roadmap. Reference: TKT72569,neutral,general,medium,True
FB001584,M4A06D868D044,2025-12-17,The new dashboard features are excellent for tracking our business metrics.,positive,account,low,True
FB001585,M8BDB50583761,2025-06-27,Requesting documentation for webhook implementation.,neutral,billing,low,True
FB001586,MF5B1B89D98B7,2025-06-24,The new dashboard features are excellent for tracking our business metrics.,positive,billing,high,True
FB001587,M9246444D94F0,2025-12-08,Need clarification on the cross-border fee structure. Reference: TKT98594,neutral,account,medium,True
FB001588,M1CE927F87586,2025-08-09,Customer support response time needs improvement.,negative,general,high,True
FB001589,M757B505CFD34,2026-01-13,Great experience with the checkout process. Our conversion rate improved significantly.,positive,technical,low,True
FB001590,M98DCE83DA57B,2025-08-28,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,low,False
FB001591,M273448411DF1,2025-12-30,Inquiry about new features on the roadmap. Reference: TKT47673,neutral,disputes,low,True
FB001592,MC44E503833B6,2025-12-27,Customer support resolved our issue quickly. Very satisfied with the service.,positive,billing,low,True
FB001593,MABA3B6FD5D18,2025-12-10,PayPal has been instrumental in helping us expand internationally.,positive,general,low,False
FB001594,MD6EF5F7FA914,2025-01-27,Transaction fees are higher than competitors. Need better rates for our volume. Reference: TKT27985,negative,general,medium,False
FB001595,M9FE8593A8A33,2025-08-11,Requesting documentation for webhook implementation. Reference: TKT12267,neutral,account,medium,True
FB001596,M61B1FB3F59E2,2025-09-19,Great experience with the checkout process. Our conversion rate improved significantly.,positive,billing,medium,True
FB001597,M32B991E5D77A,2025-05-16,PayPal has been instrumental in helping us expand internationally. Reference: TKT75150,positive,features,high,True
FB001598,M9188905E74C2,2025-08-18,Requesting documentation for webhook implementation. Reference: TKT24152,neutral,disputes,medium,False
FB001599,MAE587CFEEA5A,2025-11-08,The new dashboard features are excellent for tracking our business metrics.,positive,disputes,low,True
FB001600,M9CB67FFB5955,2025-05-18,The dispute resolution process took too long and we lost money.,negative,billing,low,True
FB001601,M53ED35C74A2E,2025-10-01,Inquiry about new features on the roadmap.,neutral,account,medium,False
FB001602,M9AF76329C78E,2025-06-30,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,low,False
FB001603,M82C2559140B9,2025-07-06,The dispute resolution process took too long and we lost money.,negative,technical,low,True
FB001604,MB139E104214A,2025-08-09,Great experience with the checkout process. Our conversion rate improved significantly.,positive,general,medium,True
FB001605,M2C3DDF4BF138,2025-07-31,Requesting documentation for webhook implementation.,neutral,features,low,True
FB001606,MF7E6C85504CE,2025-04-15,Looking for information about enterprise pricing options.,neutral,features,medium,True
FB001607,M3416A75F4CEA,2025-05-04,PayPal has been instrumental in helping us expand internationally.,positive,billing,low,False
FB001608,M058D6F2FBE95,2025-12-14,General question about account verification process. Reference: TKT62972,neutral,billing,low,True
FB001609,M6D9C547CF146,2025-04-04,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT76814,positive,account,medium,True
FB001610,MC3A690BE93AA,2025-07-11,General question about account verification process.,neutral,features,medium,True
FB001611,M277A78FC05C8,2025-10-02,Funds were held for too long without clear explanation.,negative,account,low,True
FB001612,M40008B9A5380,2025-03-04,Need clarification on the cross-border fee structure. Reference: TKT44647,neutral,account,low,False
FB001613,MEED5AF6ADD95,2025-08-20,Customer support resolved our issue quickly. Very satisfied with the service. Reference: TKT66612,positive,billing,low,True
FB001614,MD58E2F077670,2025-05-26,Integration issues caused downtime for our checkout.,negative,features,low,False
FB001615,M72DA7FD6D130,2025-07-05,General question about account verification process.,neutral,features,medium,False
FB001616,M9778D5D219C5,2025-04-12,Funds were held for too long without clear explanation. Reference: TKT60992,negative,features,low,True
FB001617,M36AC8E558AC7,2025-11-16,Requesting documentation for webhook implementation.,neutral,technical,low,True
FB001618,MF1B6F2857FB6,2025-06-20,Need clarification on the cross-border fee structure.,neutral,general,low,True
FB001619,M5607FE8879E4,2025-05-26,Requesting documentation for webhook implementation. Reference: TKT14604,neutral,technical,high,False
FB001620,MC61F571DBD2F,2025-06-10,Integration issues caused downtime for our checkout.,negative,billing,low,True
FB001621,MCCBD8CA962B8,2025-10-14,Looking for information about enterprise pricing options. Reference: TKT70749,neutral,features,high,False
FB001622,M4FA53BE91B49,2025-02-13,The new dashboard features are excellent for tracking our business metrics.,positive,account,low,True
FB001623,M38AF86134B65,2025-12-17,Requesting documentation for webhook implementation. Reference: TKT62648,neutral,technical,low,True
FB001624,M4DE81D9105C8,2025-01-30,Customer support response time needs improvement.,negative,technical,low,False
